video_id,video_title,video_date,video_url,youtube_link,timecode,address,geocoded_address,event_type,description,lat,lon
C-DmbC2Higo,Дорожный патруль. Сводка за неделю (14.07.1996),14.07.1996,https://www.youtube.com/watch?v=C-DmbC2Higo,https://www.youtube.com/watch?v=C-DmbC2Higo&t=764s,00:12:44,"Трифоновская улица, дом 56, Москва","56, Трифоновская улица, Мещанский район, Москва, Центральный федеральный округ, 129272, Россия",коммунальная авария,"Прорыв водопровода Ø700 мм: провал асфальта ~100 кв.м, затопление улицы до 50 см, мужчина едва не утонул",55.7892893,37.6312478
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=31s,00:00:31,"Кавказский бульвар, Москва","Кавказский бульвар, Котляково, район Царицыно, Москва, Центральный федеральный округ, 115477, Россия",криминал,"Двойное убийство: муж и жена убиты в квартире тяжёлым предметом по голове, орудие не найдено",55.6279031,37.6516558
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=82s,00:01:22,"Люблинская улица, пруд Садки, спорткомплекс АЗЛК, Москва","Люблинская улица, район Текстильщики, Москва, Центральный федеральный округ, 111116, Россия",несчастный случай,Утопление мужчины в состоянии алкогольного опьянения в пруду Садки 19 июля,55.7133339,37.7293199
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=127s,00:02:07,"Варшавское шоссе, Москва","Варшавское шоссе, район Чертаново Центральное, Москва, Центральный федеральный округ, 113587, Россия",криминал,"Задержание авто с арсеналом: 3 гранатомёта, огнемёт, 6 гранат, взрывчатка — во время операции «Вихрь»",55.6205071,37.6142094
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=313s,00:05:13,"Коломенский проезд, Москва","Коломенский проезд, район Нагатино-Садовники, Москва, Центральный федеральный округ, 115487, Россия",криминал,Убийство пожилой женщины сыном в состоянии опьянения; кровавый след привёл к квартире №17,55.6667823,37.655231
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=399s,00:06:39,"Карпатская улица, территория УПК Спецмонтаж, Москва","2-я Карпатская улица, район Солнцево, Москва, Центральный федеральный округ, 119619, Россия",криминал,"Обнаружен тайник с оружием (4 кг взрывчатки, граната, ТТ, 160 патронов); связан с закладкой бомбы под Nissan тренера Левитина",55.6521236,37.3758748
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=433s,00:07:13,"Сапёрный проезд, дом 15, Москва","Сапёрный проезд, район Новогиреево, Москва, Центральный федеральный округ, 111558, Россия",криминал,Макет бомбы (шашки с часовым механизмом) обнаружен в кабине лифта; эвакуация жильцов подъезда 14 июля,55.7571854,37.8203782
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=492s,00:08:12,"Улица Шумкина, автобаза общества «Знание», Москва","улица Шумкина, район Сокольники, Москва, Центральный федеральный округ, 107113, Россия",теракт,"Взрыв Ford Explorer на территории автобазы 18 июля; кузов разлетелся, охранник ранен осколками (~400 г тротила)",55.7878448,37.6703831
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=555s,00:09:15,"Улица Лескова, 14-й этаж, Москва","Будапешт, 14, улица Лескова, район Бибирево, Москва, Центральный федеральный округ, 127346, Россия",пожар,Пожар в квартире 14 этажа из-за сквозняка охватил 3 квартиры; 7 человек эвакуированы 14 июля,55.8973764,37.6045115
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=588s,00:09:48,"Улица Новаторов / Улица Обручева, Москва",,поджог,Серийный поджог трёх автомобилей Жигули ночью; молодые люди замечены на ул. Обручева и скрылись в лесополосе,,
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=657s,00:10:57,"Пересечение Мосфильмовской улицы и Университетского проспекта, Москва",,ДТП,"Волга стояла на красном, в неё сзади врезался VW Golf на скорости; Волга загорелась, никто не пострадал",,
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=699s,00:11:39,"24-й километр Можайского шоссе, Москва",,ДТП,"УАЗ на ходу врезался в прицеп ЗИЛ-130 на обочине 20 июля; пассажир погиб на месте, водитель умер в скорой",,
Kw6ie1xevp4,Дорожный патруль. Сводка за неделю (21.07.1996),21.07.1996,https://www.youtube.com/watch?v=Kw6ie1xevp4,https://www.youtube.com/watch?v=Kw6ie1xevp4&t=752s,00:12:32,"53-й километр МКАД, Москва","Автомобил, 53А, МКАД, 54-й километр, Можайский район, Марфино, Москва, Центральный федеральный округ, 115580, Россия",ДТП,"ВАЗ-2109 с прицепом не вписался в поворот, задел бетонный парапет и улетел в кювет; водитель госпитализирован",55.7056284,37.3862847
XTWMuY_v-zk,Дорожный патруль (24.07.1996),24.07.1996,https://www.youtube.com/watch?v=XTWMuY_v-zk,https://www.youtube.com/watch?v=XTWMuY_v-zk&t=30s,00:00:30,"Улица Анатолия Живого, дом 4, Москва",,криминал,"Вооружённое ограбление: 4 сотрудника банка обманом привлечены на сделку с ценными бумагами, охранник оглушен, похищено 750 млн руб.",,
XTWMuY_v-zk,Дорожный патруль (24.07.1996),24.07.1996,https://www.youtube.com/watch?v=XTWMuY_v-zk,https://www.youtube.com/watch?v=XTWMuY_v-zk&t=147s,00:02:27,"Большая Черкизовская улица, пересечение с Краснобогатырской улицей, Москва","Большая Черкизовская улица, Черкизово, район Преображенское, Москва, Центральный федеральный округ, 107553, Россия",ДТП,"Жигули-6 проехали красный и врезались в автобус; водитель Жигулей погиб на месте, пассажир в тяжёлом состоянии",55.8004747,37.741536
XTWMuY_v-zk,Дорожный патруль (24.07.1996),24.07.1996,https://www.youtube.com/watch?v=XTWMuY_v-zk,https://www.youtube.com/watch?v=XTWMuY_v-zk&t=339s,00:05:39,"5-я Ямского Поля улица, здание ВГТРК, Москва","Москва 24, 5-я улица Ямского Поля, район Беговой, Москва, Центральный федеральный округ, 125040, Россия",криминал,"Ложное сообщение о бомбе в студии программы «Вести»; эвакуация, ФСБ провела осмотр — взрывчатка не найдена",55.7871636,37.5814953
XTWMuY_v-zk,Дорожный патруль (24.07.1996),24.07.1996,https://www.youtube.com/watch?v=XTWMuY_v-zk,https://www.youtube.com/watch?v=XTWMuY_v-zk&t=445s,00:07:25,"Ломоносовский проспект, дом 27, Москва","Фундаментальная библиотека МГУ, 27, Ломоносовский проспект, район Раменки, Москва, Центральный федеральный округ, 119992, Россия",ДТП,"Жигули-5 сзади врезались в ЗИЛ на перекрёстке; двое пассажиров Жигулей погибли на месте, водитель выжил",55.6989774,37.5230575
AV2WG_F4CtM,Дорожный патруль (19.05.2000),19.05.2000,https://www.youtube.com/watch?v=AV2WG_F4CtM,https://www.youtube.com/watch?v=AV2WG_F4CtM&t=0s,00:00:00,"район Жулебино, Москва","Москва 109431, улица Авиаконструктора Миля, Жулебино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109156, Россия",криминал,"Задержание Юрия Самодурова (1977 г.р., Пенза) с 5 г героина; контрольная закупка",55.6856975,37.8513365
AV2WG_F4CtM,Дорожный патруль (19.05.2000),19.05.2000,https://www.youtube.com/watch?v=AV2WG_F4CtM,https://www.youtube.com/watch?v=AV2WG_F4CtM&t=172s,00:02:52,"платформа Очаково, Москва","МЦД Матвеевская, Матвеевская улица, Матвеевское, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119501, Россия",криминал,Грабёж: 34-летний мужчина сорвал электронные часы с руки подростка Е. Храмцова на платформе,55.7051475,37.4804634
AV2WG_F4CtM,Дорожный патруль (19.05.2000),19.05.2000,https://www.youtube.com/watch?v=AV2WG_F4CtM,https://www.youtube.com/watch?v=AV2WG_F4CtM&t=356s,00:05:56,"2-й Красковский проезд, Косино-Ухтомский, Москва","2-й Красковский проезд, Кожухово, район Косино-Ухтомский, Москва, Центральный федеральный округ, 111647, Россия",пожар,"Сгорели 3 ряда деревянных бытовок (~300 м²); погиб Николай Федюшкин, 46 лет",55.722525,37.9027141
AV2WG_F4CtM,Дорожный патруль (19.05.2000),19.05.2000,https://www.youtube.com/watch?v=AV2WG_F4CtM,https://www.youtube.com/watch?v=AV2WG_F4CtM&t=524s,00:08:44,"улица Советской Армии, дом 17, Москва","улица Советской Армии, район Марьина Роща, Москва, Центральный федеральный округ, 103030, Россия",ДТП,Нива врезалась в Газель при повороте в Лазаревский переулок; водитель Нивы — сотрясение мозга,55.7862586,37.6167576
T6und6Emiwo,Дорожный патруль (20.05.2000),20.05.2000,https://www.youtube.com/watch?v=T6und6Emiwo,https://www.youtube.com/watch?v=T6und6Emiwo&t=0s,00:00:00,"Алтуфьевское шоссе, дом 4, Москва","87 к4, Алтуфьевское шоссе (дублёр), район Лианозово, Москва, Центральный федеральный округ, 127576, Россия",ДТП,"Прицеп Hyundai сорвался, перелетел через газон, столкновение Жигули-7; погиб 29-летний Максим Киреев",55.8925949,37.5843188
T6und6Emiwo,Дорожный патруль (20.05.2000),20.05.2000,https://www.youtube.com/watch?v=T6und6Emiwo,https://www.youtube.com/watch?v=T6und6Emiwo&t=156s,00:02:36,"Снежная улица, дом 17, Москва","Снежная улица, район Свиблово, Москва, Центральный федеральный округ, 129329, Россия",пожар,"Пожар двухкомнатной квартиры на 4 этаже, 5 м²; погиб 47-летний Александр Дженко",55.8524125,37.6469809
T6und6Emiwo,Дорожный патруль (20.05.2000),20.05.2000,https://www.youtube.com/watch?v=T6und6Emiwo,https://www.youtube.com/watch?v=T6und6Emiwo&t=217s,00:03:37,"проезд Шокальского, дом 67, Москва","67 к1, проезд Шокальского, район Северное Медведково, Москва, Центральный федеральный округ, 127224, Россия",пожар,Пожар в квартире из-за курения; Галину Работову (без сознания) госпитализировали,55.8854937,37.6707294
T6und6Emiwo,Дорожный патруль (20.05.2000),20.05.2000,https://www.youtube.com/watch?v=T6und6Emiwo,https://www.youtube.com/watch?v=T6und6Emiwo&t=350s,00:05:50,"Подкопаевский переулок, дом 11, Москва","Подкопаевский переулок, Ивановская горка, Басманный район, Москва, Центральный федеральный округ, 109028, Россия",криминал,На детской площадке убита Ирина Степанова (Лыткарино) — удар кирпичом по голове в драке с бомжами,55.7537625,37.6419144
T6und6Emiwo,Дорожный патруль (20.05.2000),20.05.2000,https://www.youtube.com/watch?v=T6und6Emiwo,https://www.youtube.com/watch?v=T6und6Emiwo&t=479s,00:07:59,"Петровско-Разумовский проезд, дом 8, Москва","Петровско-Разумовский проезд, Савёловский район, Москва, Центральный федеральный округ, 125206, Россия",криминал,В квартире на 2 этаже найдены тела двух мужчин: 59-летний Андрей Иванов и Павел Петрушин — убиты гантелями,55.8035211,37.5627518
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=1s,00:00:01,"улица Буракова, дом 7, Москва","улица Буракова, район Соколиная Гора, Москва, Центральный федеральный округ, 105118, Россия",криминал,Убит 60-летний Александр Полухин в собственной квартире; обнаружен по запаху дыма,55.7592568,37.7327646
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=59s,00:00:59,"улица Свободы, дом 6, Москва","улица Свободы, Тушино, район Покровское-Стрешнево, Москва, Центральный федеральный округ, 125362, Россия",криминал,В квартире обнаружен труп 30-летнего Сергея Андронова со следами побоев на лице,55.8274911,37.4526415
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=342s,00:05:42,"Проспект Мира, база Мосэлектротехстрой, Москва","Проспект Мира, улица Гиляровского, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",пожар,Сгорел металлический ангар фирмы «Люто» с импортным чаем; ~200 м²,55.7796332,37.6317532
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=417s,00:06:57,"общежитие МГТУ «Станкин», Москва","Общежитие № 8 МГТУ ""Станкин"", 33 к8, Студенческая улица, район Дорогомилово, Москва, Центральный федеральный округ, 121165, Россия",пожар,"Пожар на 4 этаже общежития; 17 человек оказались отрезанными, эвакуированы",55.7382839,37.5412289
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=609s,00:10:09,"Садовое кольцо, у Садовой-Кудринской, Москва","Садовое кольцо, проспект Мира, Мещанский район, Москва, Центральный федеральный округ, 129010, Россия",ДТП,"Mercedes занесло на мокрой дороге, столкновение с Москвичом и Жигули-5; пассажир Mercedes погиб",55.7750692,37.632668
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=720s,00:12:00,"Проспект Мира, Москва","Проспект Мира, улица Гиляровского, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",ДТП,"Лобовое столкновение 6 автомобилей: Жигули-9 (Андрей Коновалов, 24), Opel, BMW, Жигули-6 + ЗИЛ и Жигули-9",55.7796332,37.6317532
ud2FfXXkIS4,Дорожный патруль. Сводка за неделю (21.05.2000),21.05.2000,https://www.youtube.com/watch?v=ud2FfXXkIS4,https://www.youtube.com/watch?v=ud2FfXXkIS4&t=801s,00:13:21,"Дмитровское шоссе, эстакада у станции Петровско-Разумовская, Москва","Дмитровское шоссе, район Северный, Москва, Центральный федеральный округ, 127495, Россия",ДТП,"Renault на скорости въехал в зону ремонтных работ, врезался в каток; водитель погиб на месте",55.9097516,37.5439581
YBpHuldDjrY,Дорожный патруль (23.05.2000),23.05.2000,https://www.youtube.com/watch?v=YBpHuldDjrY,https://www.youtube.com/watch?v=YBpHuldDjrY&t=1s,00:00:01,"Большой Краснохолмский мост, Садовое кольцо, Москва","Большой Краснохолмский мост, Космодамианская набережная, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",ДТП,"Нива выехала на встречку, лобовое столкновение с Mercedes; пассажирка Mercedes госпитализирована",55.7368361,37.6471696
YBpHuldDjrY,Дорожный патруль (23.05.2000),23.05.2000,https://www.youtube.com/watch?v=YBpHuldDjrY,https://www.youtube.com/watch?v=YBpHuldDjrY&t=68s,00:01:08,"Юрьевский переулок, Москва","Юрьевский переулок, район Лефортово, Москва, Центральный федеральный округ, 111020, Россия",пожар,Сгорело заброшенное одноэтажное здание; ветер быстро распространил пламя,55.7631015,37.7182644
YBpHuldDjrY,Дорожный патруль (23.05.2000),23.05.2000,https://www.youtube.com/watch?v=YBpHuldDjrY,https://www.youtube.com/watch?v=YBpHuldDjrY&t=184s,00:03:04,"МКАД, внутреннее кольцо, Москва","МКАД, 19-й километр, район Капотня, Москва, Центральный федеральный округ, 115408, Россия",ДТП,"Ока опасно перестраивалась, при попытке остановки вылетела на газон и перевернулась; водитель — нетрезв",55.6234133,37.7935045
YBpHuldDjrY,Дорожный патруль (23.05.2000),23.05.2000,https://www.youtube.com/watch?v=YBpHuldDjrY,https://www.youtube.com/watch?v=YBpHuldDjrY&t=306s,00:05:06,Москва,"Москва, Центральный федеральный округ, Россия",криминал,"РУБОП задержал гражданина Казахстана с 21 кг наркотиков, привезённых из Казахстана через Челябинск",55.625578,37.6063916
YBpHuldDjrY,Дорожный патруль (23.05.2000),23.05.2000,https://www.youtube.com/watch?v=YBpHuldDjrY,https://www.youtube.com/watch?v=YBpHuldDjrY&t=456s,00:07:36,"Рочдельская улица, эстакада комбината Трёхгорная Мануфактура, Москва","Рочдельская улица, Пресненский район, Москва, Центральный федеральный округ, 103274, Россия",криминал,Под эстакадой найден свёрток с часовым механизмом; ФСБ установила — имитатор мины (учебная),55.7551046,37.5761776
3feE3tQwd5w,Дорожный патруль (24.05.2000),24.05.2000,https://www.youtube.com/watch?v=3feE3tQwd5w,https://www.youtube.com/watch?v=3feE3tQwd5w&t=132s,00:02:12,Москва,"Москва, Центральный федеральный округ, Россия",криминал,"МУР задержал 4 мужчин-членов банды: похищали женщин из остановленных машин, вывозили в гараж, грабили квартиры",55.625578,37.6063916
3feE3tQwd5w,Дорожный патруль (24.05.2000),24.05.2000,https://www.youtube.com/watch?v=3feE3tQwd5w,https://www.youtube.com/watch?v=3feE3tQwd5w&t=280s,00:04:40,"Гаражно-строительный кооператив «Нижние Мнёвники», бокс 67, Москва",,пожар,"Сгорели 17 гаражных боксов на ~300 м²; пострадали Запорожец и Москвич, очаг — пустой бокс",,
3feE3tQwd5w,Дорожный патруль (24.05.2000),24.05.2000,https://www.youtube.com/watch?v=3feE3tQwd5w,https://www.youtube.com/watch?v=3feE3tQwd5w&t=424s,00:07:04,"Можайское шоссе, дом 9, Москва","9, Можайское шоссе (дублёр), Можайский район, Москва, Центральный федеральный округ, 121374, Россия",ДТП,Ferrari на скорости сбил 2 пешеходов (юношу и девушку) у пешеходного перехода; оба погибли,55.7205432,37.4372927
3feE3tQwd5w,Дорожный патруль (24.05.2000),24.05.2000,https://www.youtube.com/watch?v=3feE3tQwd5w,https://www.youtube.com/watch?v=3feE3tQwd5w&t=528s,00:08:48,"метро Полежаевская, Москва","Метро «Полежаевская», улица Куусинена, Хорошёвский район, Москва, Центральный федеральный округ, 123007, Россия",криминал,Задержан 24-летний Сергей Власов — серийно вырывал сумки у женщин у ж/д моста у метро,55.7778084,37.5176216
iyEvFpGEHX4,Дорожный патруль (25.05.2000),25.05.2000,https://www.youtube.com/watch?v=iyEvFpGEHX4,https://www.youtube.com/watch?v=iyEvFpGEHX4&t=1s,00:00:01,"77-й километр МКАД, внешнее кольцо, Москва","77-й километр МКАД, МКАД, 78-й километр, Бусиново, район Западное Дегунино, Москва, Центральный федеральный округ, 125599, Россия",ДТП,"Нива врезалась в стоявший КамАЗ; водитель Сергей Ефремов госпитализирован, был нетрезв",55.8871185,37.4814117
iyEvFpGEHX4,Дорожный патруль (25.05.2000),25.05.2000,https://www.youtube.com/watch?v=iyEvFpGEHX4,https://www.youtube.com/watch?v=iyEvFpGEHX4&t=128s,00:02:08,"Большая Черкизовская улица, ТЦ Черкизово, Москва","Большая Черкизовская улица, Черкизово, район Преображенское, Москва, Центральный федеральный округ, 107392, Россия",пожар,"Сгорел магазин ООО «Хазар» в торговом павильоне у ТЦ Черкизово; ~30 м², короткое замыкание",55.7974522,37.7228228
iyEvFpGEHX4,Дорожный патруль (25.05.2000),25.05.2000,https://www.youtube.com/watch?v=iyEvFpGEHX4,https://www.youtube.com/watch?v=iyEvFpGEHX4&t=269s,00:04:29,"Бибиревская улица, дом 7, Москва","Бибиревская улица, район Бибирево, Москва, Центральный федеральный округ, 127549, Россия",ДТП,"Газель сбила 72-летнего Фёдора Цветкова, переходившего в неустановленном месте; пешеход погиб",55.8836616,37.6044863
iyEvFpGEHX4,Дорожный патруль (25.05.2000),25.05.2000,https://www.youtube.com/watch?v=iyEvFpGEHX4,https://www.youtube.com/watch?v=iyEvFpGEHX4&t=361s,00:06:01,"Солнцевский проспект, дом 16, Москва","Солнцевский проспект, район Солнцево, Москва, Центральный федеральный округ, 119620, Россия",криминал,55-летний Валерий Комиссаров убил сожительницу Таисию Сердюк (5 ножевых) накануне их свадьбы,55.6467208,37.415012
PmyvkX4PLsY,Дорожный патруль (26.05.2000),26.05.2000,https://www.youtube.com/watch?v=PmyvkX4PLsY,https://www.youtube.com/watch?v=PmyvkX4PLsY&t=0s,00:00:00,"Большая Лубянка, дом 26, Москва","26/17 с1, улица Большая Лубянка, Красносельский район, Москва, Центральный федеральный округ, 107045, Россия",пожар,Пожар в расселённом 4-этажном здании; огонь по чердаку угрожал перейти на соседние строения,55.7655759,37.6315477
PmyvkX4PLsY,Дорожный патруль (26.05.2000),26.05.2000,https://www.youtube.com/watch?v=PmyvkX4PLsY,https://www.youtube.com/watch?v=PmyvkX4PLsY&t=151s,00:02:31,Москва,"Москва, Центральный федеральный округ, Россия",коммунальная авария,"Просадка фундамента 6-этажного офисного здания (трещины, перекос крыла); вероятная причина — размыв грунта",55.625578,37.6063916
PmyvkX4PLsY,Дорожный патруль (26.05.2000),26.05.2000,https://www.youtube.com/watch?v=PmyvkX4PLsY,https://www.youtube.com/watch?v=PmyvkX4PLsY&t=287s,00:04:47,"Сормовская улица, дом 17, Москва","Сормовская улица, Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109444, Россия",криминал,В квартире найдена 29-летняя Ирина Маркова со следами побоев; скончалась за час до прибытия,55.7099883,37.8118933
PmyvkX4PLsY,Дорожный патруль (26.05.2000),26.05.2000,https://www.youtube.com/watch?v=PmyvkX4PLsY,https://www.youtube.com/watch?v=PmyvkX4PLsY&t=466s,00:07:46,"21-й километр Варшавского шоссе, Москва",,ДТП,Жигули-4 (38-летний Алексей Стёпкин) врезался в фонарный столб на скорости; водитель погиб,,
_jUQtpdlBfw,Дорожный патруль (27.05.2000),27.05.2000,https://www.youtube.com/watch?v=_jUQtpdlBfw,https://www.youtube.com/watch?v=_jUQtpdlBfw&t=1s,00:00:01,Москва,"Москва, Центральный федеральный округ, Россия",криминал,"Задержан 28-летний Владислав Михальченко на мотоцикле ИЖ Юпитер — пьян, без прав, гонял по тротуарам",55.625578,37.6063916
